"","农林牧渔业","工业","建筑业","批发和零售业","交通运输.仓储和邮政业","住宿和餐饮业","金融业","房地产业","其他行业"
"1",531.474420485273,8296.44064384971,1012.98246470388,675.487394953092,580.83878301705,379.143032369319,227.013191327894,148.32697989835,1694.05185503986
"2",531.44980025208,8296.44282170603,1013.01625810244,675.489023885048,580.842280867373,379.143506000401,227.00706303298,148.324946385809,1694.0457943947
"3",531.426298029839,8296.44471878909,1013.04489748911,675.491329384209,580.845448899971,379.143885699433,227.001601625053,148.323208634751,1694.03810626165
"4",834.113806570017,9312.32882796824,1795.6905130001,659.62811994197,641.344373134051,351.207101407388,204.370717138996,141.022076117996,1625.57193486367
"5",834.09407480408,9312.32994981352,1795.71059882776,659.63223296264,641.347176868216,351.207532750586,204.367650609256,141.020762137633,1625.56626804127
"6",834.08688329323,9312.3276881446,1795.70476020616,659.639257572385,641.348630910275,351.208608676504,204.370206068916,141.019906701478,1625.55697747899
"7",1160.93158549294,9838.74480336926,1866.68497455879,619.012942893065,565.693863245604,348.245902552113,212.143191417039,170.59835436466,1650.83188686896
"8",1160.93009272624,9838.74071737907,1866.66839187618,619.02092339212,565.694527588595,348.246653049368,212.148656724434,170.597840751057,1650.82513109986
"9",1160.93034726138,9838.73655695621,1866.64882925315,619.029293575319,565.694989654542,348.247283772846,212.154977391388,170.59724915935,1650.82480663426
"10",1456.24664765996,10525.3972976113,2504.3806530445,666.628619093322,739.270692662535,339.353729854165,235.799260443614,198.629185231067,1647.97415107219
"11",1456.24625920004,10525.3956536723,2504.36400143352,666.637429007992,739.271396361193,339.354200429647,235.805199074505,198.627664387511,1647.99776018993
"12",1456.24762229928,10525.3937455891,2504.34451412849,666.646279369926,739.271882906552,339.354477350929,235.81191425724,198.626359986774,1648.04292573293
"13",588.615320001446,10312.7856746222,1168.41111905633,724.369123481778,702.360086492242,405.978942217984,256.600618428879,149.12868190685,2067.05811806911
"14",588.612679567187,10312.7780083078,1168.40369030845,724.370648336456,702.359964039148,405.975197417239,256.580672250259,149.127502612244,2067.09307958185
"15",588.609198907242,10312.7690724492,1168.39948348872,724.370068023461,702.359675513543,405.970303726559,256.561596998535,149.126534601624,2067.12264081434
"16",908.395137850209,11393.2131625567,2061.45520230839,715.785162980862,740.71743818759,366.712213665739,227.252281363191,144.933803656457,1934.22157291693
"17",908.39207199099,11393.206463441,2061.45238412237,715.783521914813,740.717220401704,366.706621815964,227.236117011213,144.933375007212,1934.24231900352
"18",908.390330553696,11393.1959435731,2061.44731435827,715.78233464,740.716718712179,366.701878557322,227.230013001301,144.933980051158,1934.23634127795
"19",1323.71416231102,12163.0852446818,2256.52853838884,707.63406526902,684.466492220838,397.663286397406,235.91317304833,167.075422820397,1903.46410419089
"20",1323.71279442562,12163.0765310696,2256.52484835779,707.632115409825,684.46612526346,397.658323037887,235.911554968349,167.076288507147,1903.44710988071
"21",1323.7118053929,12163.0742400202,2256.52166710454,707.630430213295,684.466247458269,397.653191423041,235.911321176965,167.077611518916,1903.42705325843
"22",1642.70266066157,13207.31913303,2819.89219410637,723.775081850934,892.817235458797,381.223343472244,256.418202586364,199.346593727915,2076.18575033333
"23",1642.70285214695,13207.3528163448,2819.88985299876,723.775581715901,892.819590085009,381.217303993542,256.417483897173,199.349710404035,2076.16865822785
"24",1642.70316211196,13207.3605801495,2819.88848172784,723.776040379307,892.822117214285,381.21205824801,256.41815124797,199.353078526528,2076.14866003641
"25",623.097119123497,13988.3714616795,1344.32617834521,804.115063204827,929.861657348153,445.722589992803,312.782702811752,151.239198766206,2836.80406319243
"26",623.097486829315,13988.3969294538,1344.32519208693,804.114864834164,929.863683158888,445.716938260028,312.779699633386,151.236706823355,2836.79697524548
"27",623.097801735516,13988.4234122141,1344.32510448747,804.1144940383,929.86564819298,445.712068174011,312.775906363967,151.232869208153,2836.79333405535
"28",1006.97520565987,15846.58201322,2347.97343231017,847.253748032996,1022.80910086668,445.012751807569,268.624943092149,148.902068083725,2674.43055848418
"29",1006.9754488855,15846.6035002502,2347.97579191659,847.253446919419,1022.8112792554,445.010464464871,268.621560614906,148.900029915026,2674.42832824887
"30",1006.97481929474,15846.5972525638,2347.9831944159,847.253122195211,1022.8141221579,445.014167276298,268.619021155242,148.894614477205,2674.42385163822
"31",1499.82791676438,16892.6136187759,2603.50477508994,835.154021795094,920.199746586628,460.357525183132,278.65135043542,167.217075078856,2565.71152957376
"32",1499.82648593577,16892.5964097326,2603.5142161084,835.153564211965,920.202160886035,460.364381787275,278.649209912464,167.213117521351,2565.70842096607
"33",1499.82525839338,16892.5761484534,2603.52438658079,835.153113693852,920.204433603065,460.372152688868,278.647727106819,167.214679457082,2565.7056311488
"34",1814.33267482759,18556.4452460867,3137.36827197872,886.498056887103,1133.90033107794,467.724890890116,309.994408247513,197.042587069513,2627.5956044673
"35",1814.33366208017,18556.4279701019,3137.37881337838,886.49782395823,1133.90250789526,467.732201224898,309.995544981715,197.072691164043,2627.59273011545
"36",1814.33463687179,18556.4078149428,3137.38975574719,886.497586505333,1133.90440280628,467.740334538748,309.996668512634,197.091312065536,2627.59084994483
"37",722.827952662994,16977.1164494836,1474.12762115597,896.319780250794,1136.69475381144,504.613557295683,340.209214666853,156.517709533134,3365.83645581679
"38",722.821892017833,16977.11096961,1474.13124694301,896.318652695863,1136.69136456736,504.591064533802,340.210693782989,156.545064333112,3365.83491167885
"39",722.814203884776,16977.1094090248,1474.1328355038,896.317320910721,1136.68644033569,504.56957701161,340.212005735738,156.571158430198,3365.83432471075
"40",1106.22477959808,19163.0791367527,2608.40863924794,928.357858950307,1275.80518373113,498.291429987436,295.499703907699,153.233025633988,3107.92842803387
"41",1106.21911277568,19163.079049586,2608.40941944681,928.356695259396,1275.79929270352,498.273332400768,295.500525664975,153.252038817713,3107.93042965652
"42",1106.2098222134,19163.0767043205,2608.41073913416,928.355428145758,1275.79426588286,498.266375753848,295.49877251027,153.242968165327,3107.93812407986
"43",1619.14883660513,20325.610033252,2816.26029073198,925.053241805081,1130.27040486532,506.493188032948,316.744296334816,165.281440510375,3039.91966607316
"44",1619.14208083603,20325.6089721356,2816.26101617178,925.052197070862,1130.26494812652,506.491339371758,316.741281645446,165.260976091974,3039.92964328966
"45",1619.14175637043,20325.607802618,2816.26216991329,925.051678199156,1130.25932273175,506.491058557096,316.738317362683,165.237289193935,3039.94041840151
"46",1976.77753121178,22473.1662965151,3661.56776139474,999.156712161597,1203.74865019832,509.810516064683,363.102674437685,192.88034946407,3233.81070243582
"47",1976.80114032952,22473.1631066383,3661.57170937522,999.158457180756,1203.74238139418,509.80967558452,363.101967727286,192.859403868906,3233.82178021401
"48",1976.84630587252,22473.1607139857,3661.57553163356,999.160430608674,1203.73687058096,509.81041267548,363.101148270041,192.835541543418,3233.83332353367
"49",793.164348924552,22526.0824010824,1874.91292064652,903.580816498283,1243.27458021186,627.114556057269,412.018525053113,173.525323844132,3510.58960185011
"50",793.199310437293,22526.0805306264,1874.91620047559,903.582281887707,1243.26849902602,627.111949334444,412.013411694708,173.516999319469,3510.59337637606
"51",793.228871669783,22526.0795638435,1874.91918074772,903.583715910884,1243.2631510946,627.1086611093,412.007407556908,173.512890007024,3510.59499442765
"52",1242.43311991857,25819.3887432187,3247.68835995216,938.967481892129,1370.23564208738,616.405884195667,379.156201623964,172.865694029322,3301.88275198704
"53",1242.45386600516,25819.3899729997,3247.69097866143,938.969218429259,1370.23285848189,616.402981454782,379.152390117048,172.863469917855,3301.88353106422
"54",1242.44788827959,25819.3963709472,3247.69244517779,938.97183227351,1370.23607700389,616.401356414647,379.144764910797,172.85871717583,3301.8849039198
"55",1804.9986651676,27075.9239878195,3530.99860198579,937.466972993847,1256.65697403205,645.197153664075,397.733472901589,179.219198633585,3235.44119974195
"56",1804.98167085742,27075.9326057363,3530.99935554925,937.469201359848,1256.66331294089,645.195876216569,397.728444263444,179.216179474758,3235.44196491889
"57",1804.96161423514,27075.941980622,3530.99990663924,937.471306196941,1256.67056228265,645.194837393209,397.729450126683,179.213590482498,3235.44319771977
"58",2244.57586808492,29860.8966745078,4661.5231570901,1011.36185709538,1411.0836922666,662.174696709054,476.980141333888,217.332487177197,3458.3613991677
"59",2244.55877597944,29860.9062531841,4661.52382410262,1011.3638804816,1411.0905036481,662.174170407753,477.00234561749,217.329940797206,3458.36562751212
"60",2244.538777788,29860.9163465999,4661.52427572546,1011.3656245219,1411.09813831734,662.173829961681,477.049290747643,217.328431417126,3458.3697311226
"61",854.056943999842,28169.6639935389,2269.33518503396,890.706524776579,1335.80643331431,734.710383835894,494.957900652827,178.209349629027,3592.44065065171
"62",854.049856052889,28169.6683627706,2269.33513003609,890.7023888842,1335.78261752193,734.710000392251,494.992834384599,178.208263325374,3592.44420548755
"63",854.046214862764,28169.6711710084,2269.33491681413,890.696555032344,1335.75988470389,734.709648465249,495.021862681077,178.208133145216,3592.4474511355
"64",1345.66384423572,32387.5896928269,3921.19553352257,940.393626064572,1519.15446553097,719.984204534017,489.573400807917,192.577675622024,3427.34128014003
"65",1345.66161400041,32387.5919907174,3921.19528619087,940.386753903669,1519.13544210234,719.984046709981,489.592956418297,192.580045760991,3427.34415567368
"66",1345.65713738976,32387.5947552724,3921.19479225891,940.380874568907,1519.12822219467,719.98392487691,489.585447211204,192.58801326874,3427.34578824584
"67",2029.7085269014,33871.7728806135,4213.41397904211,949.472854724303,1373.34308282346,759.270182934663,517.257461039177,204.032852677183,3465.31758428448
"68",2029.70541829371,33871.7752551033,4213.41349790573,949.466533729749,1373.34128888597,759.269605954072,517.238804197133,204.042804010226,3465.3184700648
"69",2029.70262847644,33871.7780397085,4213.41332610969,949.460043240839,1373.34118793261,759.269323716778,517.21700462864,204.053445144755,3465.31915270051
"70",2515.06362724728,37196.8816522715,5665.81076635543,1053.15754428765,1587.69966944356,868.738564375407,515.021922381884,243.507540655281,3779.79551541022
"71",2515.06075289543,37196.8869098343,5665.8121075473,1053.15037169247,1587.69912051951,868.740380484536,515.002887137698,243.518408100834,3779.79636584849
"72",2515.05887272481,37196.8920122491,5665.8135575913,1053.14406191223,1587.70024565435,868.742260902873,514.980935637854,243.529577776028,3779.79700014434
"73",1044.30162430354,34212.2960367831,2744.92370002247,907.779715836892,1710.40470828592,863.782242241461,640.289803324101,327.716592982349,4205.34354086773
"74",1044.3000801656,34212.3007621,2744.92461918825,907.772799540336,1710.40193260978,863.776425577921,640.282010621856,327.718316218984,4205.3436394997
"75",1044.2994931975,34212.3051743682,2744.92545987514,907.766715995661,1710.39834079055,863.768792851795,640.278013337402,327.717367220407,4205.34358075358
"76",1621.99044555104,39726.1888671303,4755.71372832188,972.038998437839,1926.11672344842,827.589183956601,623.95712372309,337.056421822111,3998.67411075532
"77",1621.99244717369,39726.1927393962,4755.71470661504,972.035804146888,1926.11359978168,827.583424872665,623.954625970251,337.054243582983,3998.67406504168
"78",1622.00014159703,39726.1950785824,4755.71639487567,972.039322418772,1926.11160614005,827.574260444541,623.949954116818,337.052755960846,3998.67375446826
"79",2321.26620794644,40229.3743045341,4980.11411389397,995.347064589766,1750.95118991026,888.271146316052,653.098479856611,321.269625461395,4047.62445912406
"80",2321.27618516294,40229.3757466646,4980.1154231919,995.354089641611,1750.94959682677,888.264269829277,653.095240759139,321.267280083689,4047.62421594796
"81",2321.28696027479,40229.3769100132,4980.11660026052,995.362140810625,1750.94853184949,888.26366119391,653.092089421384,321.265359888344,4047.62435911624
"82",2707.17523300581,41020.2375458373,6641.75774741783,1065.76398662037,1804.78245353476,986.942609155341,683.171664597312,375.235777408119,4262.7827849095
"83",2707.186310784,41020.2387473884,6641.75878722109,1065.77156380145,1804.78332490233,986.9669562137,683.167176539368,375.236914915067,4262.78474767528
"84",2707.19785410366,41020.2396599418,6641.75958547021,1065.78006809629,1804.78421076866,987.006254376964,683.163784600851,375.238005065183,4262.786841404
"85",1133.6101346853,38033.7865735626,3220.61455453928,940.329178665158,1920.15076682959,983.72285570061,769.622606563908,416.043574570814,4769.61834241845
"86",1133.61390921125,38033.7872303305,3220.61052119277,940.313267530311,1920.15182576565,983.755622044262,769.61952453182,416.043930396173,4769.61994436164
"87",1133.61552726284,38033.7877711205,3220.60509629492,940.297991155555,1920.15271962201,983.783939337341,769.61754184709,416.044056210727,4769.62147623002
"88",1772.06013560655,43806.2472391166,5557.91559222593,978.536009186035,2145.85692864002,941.192104293818,769.306688671952,476.198784824952,4535.15060797059
"89",1772.06091468373,43806.2476502427,5557.90930967713,978.523046954057,2145.85739540621,941.212399581158,769.307651195914,476.198922689473,4535.15229805135
"90",1772.06228753931,43806.2477760479,5557.90392287117,978.516127186066,2145.8558663245,941.206847205652,769.315491673142,476.198673015435,4535.1546143282
"91",2564.55654659605,45785.9247261939,5960.60016324023,1013.12807982768,2212.80666496475,1003.14398705672,809.360683612241,471.327835658885,4582.85073668397
"92",2564.55731177299,45785.9247590677,5960.5944478388,1013.12417335441,2212.80386451524,1003.12773975316,809.371305231007,471.327286534509,4582.85265639144
"93",2564.55854457387,45785.9249564752,5960.58856205185,1013.12130806807,2212.80114556326,1003.10852032936,809.382878276397,471.326718535389,4582.85444073866
"94",3175.06726840301,51124.2518162594,7435.98068485031,1116.16865392835,2289.81541331612,1122.97386856292,836.188680209513,540.666624811415,4876.34161146293
"95",3175.07149674743,51124.2529703778,7435.97400204703,1116.16608708656,2289.81506975394,1122.95752120645,836.200502904561,540.666413765252,4876.3432803097
"96",3175.07560035791,51124.2541647599,7435.96813141046,1116.16452818956,2289.8146075461,1122.93833908161,836.212926733651,540.666169562117,4876.34469395535
"97",1216.05452464714,43603.3939385566,3645.42490136316,955.709209035954,2223.68915351007,1067.11451899928,920.1721789705,554.86713120744,5236.30139201786
"98",1216.05807948298,43603.3946320907,3645.41853433765,955.705584112531,2223.68217613273,1067.10733059174,920.176028291639,554.865877886577,5236.29802415325
"99",1216.06132513093,43603.3952316528,3645.41296080429,955.701612111361,2223.67372730654,1067.10333449286,920.177513036872,554.864405413083,5236.29326914462
"100",1948.40827324917,50035.1768057275,6266.78953616486,1000.62081656195,2522.17673027771,1040.050794196,905.659885610426,590.047583117656,5113.22111033578
"101",1948.41114878282,50035.1774513669,6266.78665105692,1000.61753050732,2522.1704827256,1040.04808684271,905.660496347756,590.04638176142,5113.21548132836
"102",1948.41278135498,50035.1786897269,6266.79000672318,1000.6147552979,2522.16036785238,1040.04326774917,905.661803301919,590.045009410761,5113.21066099118
"103",2895.97089973885,51209.0679460104,6757.75137314292,1041.68934143013,2569.80637995724,1150.52564654777,954.842707674757,589.858200548323,5189.26608763111
"104",2895.97178551917,51209.0688473582,6757.75800293513,1041.68720134099,2569.79903745577,1150.52211744198,954.843388479155,589.85717509694,5189.26089147444
"105",2895.97246815488,51209.069624995,6757.76558932846,1041.68587334822,2569.79838710633,1150.51890967867,954.844612549486,589.85688329823,5189.25553466403
"106",3535.26133949233,57464.6753097547,8557.6220749059,1157.42824919614,2629.27787659439,1276.93914243001,988.134104534612,712.143880871709,5474.6266478922
"107",3535.2621899306,57464.6759300106,8557.62921499146,1157.43002227842,2629.30141612822,1276.93592823699,988.138706487637,712.146709530753,5474.62063973046
"108",3535.26282422645,57464.6763504903,8557.63721912312,1157.43190145699,2629.34976554254,1276.93375054999,988.143173838956,712.149835965359,5474.6153502365
"109",1382.15459775778,48295.4801916874,4266.57695429043,1322.52408360104,2556.86558132751,1064.18969937174,1486.55013701333,706.527861501065,6642.42669834529
"110",1382.15469638975,48295.4766764455,4266.56568506966,1322.52632421855,2556.90205051688,1064.18771585133,1486.55403229162,706.530481461538,6642.42089689724
"111",1382.15463764363,48295.4720316448,4266.55495232724,1322.52846946167,2556.93264433993,1064.18670493919,1486.55758353598,706.53308134196,6642.41579371726
"112",2246.52530204788,55419.5311139997,7347.20432535513,1396.6924310047,2899.84910042604,1046.00535385533,1440.89329085634,735.48112103878,6597.50960457916
"113",2246.52525633424,55419.5257713975,7347.19542195076,1396.69431049464,2899.87043781563,1046.00706988854,1440.89640734865,735.484102956004,6597.5069203846
"114",2246.52494576082,55419.5212231439,7347.19116297126,1396.69406114315,2899.86415210102,1046.01490317525,1440.89804771631,735.487932497611,6597.50988762682
"115",3383.60890649913,56496.1088591596,8059.09730485456,1463.73472256821,2987.92279928748,1165.6728711241,1445.18305795464,731.583687805235,6683.54904976414
"116",3383.60866332303,56496.1040713051,8059.09548935346,1463.7332382515,2987.90519493265,1165.68310105131,1445.18383374764,731.587050586824,6683.55496271602
"117",3383.60880649131,56496.0991211507,8059.09443330033,1463.7318418066,2987.8844519289,1165.69416336293,1445.18437007564,731.590269508208,6683.56173630098
"118",3962.83186507747,60652.9454860885,9908.74006165893,1615.38841681897,3033.54542482647,1290.95139790434,1483.03775901346,826.787616547902,6928.13701120614
"119",3962.83382784325,60652.9397048162,9908.73886307641,1615.38940862862,3033.52778409928,1290.96273846595,1483.03847335413,826.790787725788,6928.14337851197
"120",3962.83592157197,60652.9346631625,9908.73841925648,1615.39024954021,3033.50716649593,1290.97456021271,1483.03893320503,826.793620429605,6928.15052433508
"121",1632.95415797199,54038.3747269013,4991.26855266087,1721.25090529246,2893.13935702989,1075.88707810859,1992.05078209417,796.283452005194,8191.63489953781
"122",1632.95575991518,54038.3692794861,4991.26795404025,1721.24549935268,2893.13240975541,1075.89046927473,1992.05073508356,796.27969394198,8191.61409096675
"123",1632.95729178356,54038.3645598218,4991.26740849721,1721.23865162311,2893.12911907129,1075.89151649799,1992.05053152522,796.274017288056,8191.59417900073
"124",2500.78386680261,60163.9927491806,8487.95757833729,1793.99613404742,3301.73015217183,1052.11666674452,1960.60130642395,854.900587609383,8090.24649986954
"125",2500.78555688337,60163.990454018,8487.95715294681,1793.9913144364,3301.7283667255,1052.11678715286,1960.60109632137,854.893710458707,8090.22974476862
"126",2500.78787316022,60163.993794108,8487.95764557947,1793.98257275987,3301.72424048322,1052.11754875533,1960.60059078081,854.887820930183,8090.22270289882
"127",3680.91108858793,60112.6470339096,9285.9479889417,1859.38259358795,3349.52076467182,1173.59813506431,1983.57524943591,887.241112902092,8074.44600259395
"128",3680.9130082954,60112.6533348988,9285.94850565943,1859.37585010655,3349.51806479744,1173.59823603571,1983.57479341659,887.234650370256,8074.4434425053
"129",3680.91479264262,60112.6604959755,9285.94845618505,1859.3754498212,3349.51565834733,1173.59884083277,1983.57471900445,887.228014337566,8074.44232305513
"130",4539.90372998365,65100.7075960449,11170.6488493825,2066.531718257,3466.13081944788,1297.73393453124,2006.19010007376,1015.35725089212,8333.49192721291
"131",4539.90539883042,65100.7143311442,11170.6458243996,2066.5609416882,3466.12815245349,1297.73776869197,2006.19185009401,1015.35008490711,8333.49065087873
"132",4539.90681247607,65100.7218415813,11170.6429367712,2066.5887311245,3466.12645256951,1297.7414846815,2006.19372566601,1015.3437495328,8333.49077987853
"133",1713.4016094708,58561.0747308237,5873.36897220228,2144.3691814491,3201.09525411978,1178.66049060034,2184.8507340304,977.192620473383,9464.47483795549
"134",1713.39824160619,58561.0548664335,5873.36601176901,2144.40026276292,3201.09401468765,1178.66362502802,2184.85209419196,977.185576840218,9464.47133147745
"135",1713.39348659756,58561.0359111366,5873.3632689152,2144.42874212584,3201.09373541097,1178.66644685663,2184.85337757901,977.179326929642,9464.46706581655
"136",2582.75231221102,64564.5204023778,9930.3551681763,2232.33708174047,3593.67576510721,1152.38410742459,2138.51637787704,1012.70384609702,9422.34939302265
"137",2582.7466832036,64564.5045086526,9930.35298171008,2232.35767708869,3593.67799806221,1152.38659203018,2138.51781321019,1012.70044513265,9422.34568402828
"138",2582.74186286642,64564.4986022382,9930.35261176823,2232.348915913,3593.68566620447,1152.38782674218,2138.51989148133,1012.70371069138,9422.34269578377
"139",3932.86723111251,65284.0229696482,10911.7114897454,2328.47182486855,3725.23534319404,1284.10087575894,2166.63201219675,1042.19531464681,9419.79311726589
"140",3932.86203495584,65284.0216304386,10911.7117337789,2328.45128142786,3725.24526602029,1284.1013728033,2166.63368016832,1042.20203401029,9419.79062533021
"141",3932.85667814543,65284.0216927561,10911.7125060376,2328.42740885578,3725.25598005814,1284.10169070177,2166.63520782357,1042.20976606017,9419.78899418309
"142",4913.24654756901,71330.1600625855,13171.4144508612,2594.05858434032,3813.05515882783,1419.60694304975,2179.42259652962,1171.828231208,9701.28064815907
"143",4913.24053940727,71330.1596261844,13171.4167703159,2594.03762715098,3813.06620006771,1419.60753180451,2179.42400217815,1171.83549909832,9701.28254724624
"144",4913.23524991331,71330.1605846252,13171.4194738824,2594.01362003052,3813.07771833346,1419.60792841218,2179.42514732484,1171.8436842142,9701.28438149847
"145",1800.50596726517,63242.6870664781,6829.68696477755,2584.78239702998,3465.98118291235,1283.18614976202,2369.50163628588,1131.43267885737,10731.4559121829
"146",1800.50016581712,63242.6848982888,6829.684392481,2584.77504734954,3465.98557365547,1283.18586276127,2369.49788131495,1131.40805862418,10731.4580900393
"147",1800.49506263714,63242.6820695091,6829.68066092968,2584.77218013728,3465.98799388631,1283.18540134067,2369.49270677267,1131.38455640194,10731.4599871223
"148",2787.46001715101,70175.6686676056,11464.5229097165,2695.9687307588,3948.76063832572,1255.42040137106,2281.77204260435,1171.08775694899,10719.6570374117
"149",2787.45733295645,70175.6661430961,11464.5210411394,2695.96759656815,3948.76232123063,1255.42006225076,2281.76597763901,1171.06802518306,10719.658159257
"150",2787.46030019868,70175.6646364608,11464.5160891102,2695.96413916542,3948.76455713056,1255.41943974011,2281.76075671625,1171.06083367221,10719.6558975881
"151",4210.2870008551,70742.1649840581,12519.1575575328,2792.57972680456,4066.18769357527,1392.24946419271,2330.484120261,1189.40107504825,10784.7052097613
"152",4210.29291380698,70742.163724914,12519.1544229704,2792.57781117548,4066.18938124096,1392.2490337756,2330.47852588733,1189.39958228155,10784.7011237711
"153",4210.29968739194,70742.1627281439,12519.1565999437,2792.57571611672,4066.19151051551,1392.2491716801,2330.47276655839,1189.39983681669,10784.6969633483
"154",5131.5928115218,75903.3496464002,15024.5383378448,3083.14209630966,4174.99655043997,1539.16330288844,2414.54221375474,1362.20979177763,11090.2179231958
"155",5131.59917882763,75903.3494874348,15024.5640904261,3083.13724680934,4175.00148544251,1539.16598328505,2414.53576314843,1362.20940331771,11090.2162792568
"156",5131.60632465074,75903.3493367866,15024.5930405497,3083.13347672388,4175.00627961914,1539.16886365096,2414.53006811321,1362.21076641695,11090.2143711736
"157",1890.19540336457,68358.3185684168,7970.87503420598,3007.39939874951,3788.78870201026,1380.18613566456,2537.12332501297,1222.73634063569,11987.2143949924
"158",1890.1745947935,68358.3185285542,7970.90406298532,3007.39598884621,3788.79297940461,1380.18852794063,2537.11711322115,1222.73370020143,11987.206728678
"159",1890.15468282748,68358.3183890217,7970.93013925458,3007.39372355941,3788.79693712275,1380.19086547067,2537.11163703727,1222.73021954148,11987.1977928194
"160",3023.56257304563,75845.7554641591,12982.7699761091,3135.97880185128,4284.9735999176,1350.92258072849,2513.3208574864,1352.26683833261,11970.9214590062
"161",3023.54581794471,75845.7550643999,12982.7885933429,3135.97947803321,4284.97711368049,1350.92515849614,2513.31791511389,1352.2637724734,11970.9147598905
"162",3023.53877607491,75845.7534016404,12982.7817577117,3135.98747901298,4284.97930537599,1350.92837143198,2513.32087422252,1352.2620310361,11970.9042400226
"163",4361.94250967757,75417.6080736101,13970.1658741953,3262.832905995,4400.13808308428,1509.61400015677,2527.6220409057,1377.16474006716,12169.836796177
"164",4361.93994958892,75417.6055482204,13970.1484673721,3262.84380368951,4400.13946735524,1509.61675543387,2527.62808446243,1377.16337218176,12169.8280825648
"165",4361.93883013876,75417.6031869573,13970.1281157444,3262.855670075,4400.1406011734,1509.61936101786,2527.63503179288,1377.16238314904,12169.8257915154
"166",5441.71324643677,80766.3813280946,16865.7321933256,3607.77086727315,4504.67204590067,1664.56130645077,2544.97488161975,1552.14628953359,12516.1959862309
"167",5441.71197010259,80766.3810961913,16865.7145854599,3607.78286292938,4504.6732115776,1664.5638264481,2544.98141768203,1552.14648101897,12516.2296695457
"168",5441.71209910239,80766.3808603686,16865.6942408939,3607.79547867789,4504.67411336598,1664.56604083905,2544.98877176333,1552.14679098398,12516.2374333504
"169",2054.1271274535,63794.5589333131,8261.97193200489,2965.94784007342,3878.18867509897,1637.4738711076,3013.48715689359,1370.73422133039,13653.7144449207
"170",2054.12362097545,63794.5529769736,8261.96375878342,2965.95143243239,3878.18923814558,1637.47061282467,3013.47941257687,1370.73458903621,13653.739912695
"171",2054.11935531455,63794.5457590146,8261.95888380133,2965.95253150453,3878.18966370213,1637.46575509167,3013.47195310628,1370.73490394241,13653.7663954553
"172",3092.40043512068,72321.0373035874,13775.7673869463,3112.48672812721,4480.11849829845,1601.79420965175,2909.602231205,1483.32098329438,13649.9009716369
"173",3092.39672612631,72321.0322026467,13775.7642000867,3112.48687741286,4480.11878327544,1601.78832804115,2909.59588113129,1483.32122652001,13649.9224586671
"174",3092.3937378818,72321.0235284403,13775.7584257002,3112.48777213851,4480.11881466429,1601.78325766191,2909.59078403556,1483.32059692925,13649.9162109807
"175",4305.30654209484,73584.9903971234,14762.1279888534,3259.16667916745,4640.30948587845,1787.51113146654,2935.84638003372,1532.59702309707,13815.0995463398
"176",4305.30405015916,73584.9842659681,14762.1238612153,3259.16690515933,4640.30941196408,1787.50556691513,2935.84234626647,1532.59559226846,13815.0823372965
"177",4305.30241901204,73584.9843088256,14762.1207901715,3259.1676792309,4640.30948452036,1787.49984225561,2935.8387393126,1532.59436472607,13815.0620760173
"178",5352.02589950313,82020.0877974989,18009.1185017246,3641.37999055296,4840.14303347454,1976.62560353875,2920.32926955924,1683.98638595246,14495.3533407806
"179",5352.0277985903,82020.1107874507,18009.1187094029,3641.38420630765,4840.14398512447,1976.61938270742,2920.32615330664,1683.98737320504,14495.3360647958
"180",5352.02963284253,82020.1540853189,18009.1197794766,3641.38830429843,4840.1449766588,1976.61385568286,2920.32344110327,1683.98834799666,14495.3159096367
